message_number,forum,subject,datetime,timezone,username,message_content
393,Commotion-discuss, How do you factory reset a Rocket?,"Thu, 5 Sep 2013 14:25:42 -0500",-0500,Ben West,"I've generally been able to put my Rocket M into TFTP/recover mode by
holding down the reset button upon power-up for at least 15seconds.

If you are able to get the unit into TFTP mode (i.e. it responds to ping at
address 192.168.1.20), you can effect a factory reset by then simply
uploading an image to reflash it, whether with stock UBNT firmware or
OpenWRT/Commotion.

http://wiki.ubnt.com/Firmware_Recovery


On Thu, Sep 5, 2013 at 2:15 PM, Adam Longwill <adam.longwill at gmail.com>wrote:

> This may seem like an asinine question but I'm stumped.
>
> We lucked into 5 Rockets (M2's and M5's!) last week and I'm trying to
> reset them to factory defaults. As anyone who has played with ubnt routers
> knows, they're finicky about resetting.
>
> What is the actual, honest-to-goodness, guaranteed-to-work way to factory
> reset a Ubiquiti Rocket WITHOUT LOGGING IN? I have watched every video on
> the web concerning this and read all Ubiquiti's documentation. Doesn't help.
>
> Here's what I do:
> Device is off. I hold the reset button in. I power on the device.
> Releasing after 8 seconds is supposed to put it in TFTP mode. Releasing
> after 15 seconds resets it completely.
>
> The thing is, neither of these amount of times actually resets it and I
> can't ping it when the lights are blinking 1 and 3 then 2 and 4. Upon power
> cycling the router, the old SSID pops up on my wifi network monitor. It's
> been rather frustrating. Can anyone shed some light on how to reset a
> Ubiquiti rocket without logging in and resetting it?
>
> Thank you!
>
> Adam L.
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
>
"
394,Commotion-discuss, How do you factory reset a Rocket?,"Thu, 5 Sep 2013 15:34:35 -0400",-0400,Adam Longwill,"When I put it into tftp I CANNOT ping it, which I find rather odd. set
myself to static: 192.168.1.10 with 255.255.255.0 but the ping requests
timeout. I'm having this problem with 4 seperate routers that all produce
SSIDs when booted normally.

Any idea why this is and what's causing it? It should be super simple to
flash them but... I can't even reach them in TFTP mode.

Adam


On Thu, Sep 5, 2013 at 3:25 PM, Ben West <ben at gowasabi.net> wrote:

> I've generally been able to put my Rocket M into TFTP/recover mode by
> holding down the reset button upon power-up for at least 15seconds.
>
> If you are able to get the unit into TFTP mode (i.e. it responds to ping
> at address 192.168.1.20), you can effect a factory reset by then simply
> uploading an image to reflash it, whether with stock UBNT firmware or
> OpenWRT/Commotion.
>
> http://wiki.ubnt.com/Firmware_Recovery
>
>
> On Thu, Sep 5, 2013 at 2:15 PM, Adam Longwill <adam.longwill at gmail.com>wrote:
>
"
395,Commotion-discuss, How do you factory reset a Rocket?,"Thu, 05 Sep 2013 15:54:07 -0400",-0400,Josh King,
396,Commotion-discuss, How do you factory reset a Rocket?,"Thu, 5 Sep 2013 15:00:20 -0500",-0500,Ben West,"If by ""router"" you mean you're plugging both your laptop/desktop and the
Rocket into an intermediate Ethernet switch or router, that shouldn't be
necessary.  I just use a regular patch cable between the LAN port on my
Laptop and the ""LAN"" jack on the UBNT POE injector.  The UBNT's auto-sense
polarity on their LAN ports, I believe.  No cross-over cables needed.

Also, do note that UBNT recommends setting yourself to address
192.1681.254, so the rocket in TFTP mode may only accept incoming packets
from that address.

http://wiki.ubnt.com/Firmware_Recovery



On Thu, Sep 5, 2013 at 2:34 PM, Adam Longwill <adam.longwill at gmail.com>wrote:

> When I put it into tftp I CANNOT ping it, which I find rather odd. set
> myself to static: 192.168.1.10 with 255.255.255.0 but the ping requests
> timeout. I'm having this problem with 4 seperate routers that all produce
> SSIDs when booted normally.
>
> Any idea why this is and what's causing it? It should be super simple to
> flash them but... I can't even reach them in TFTP mode.
>
> Adam
>
>
> On Thu, Sep 5, 2013 at 3:25 PM, Ben West <ben at gowasabi.net> wrote:
>
"
397,Commotion-discuss, How do you factory reset a Rocket?,"Thu, 5 Sep 2013 18:07:29 -0400",-0400,Adam Longwill,"Indeed it was asinine. Problem solved. Tftp mode is obtained by starting
with the power off and holding reset for 8 seconds as you power up the
rocket. Factory reset is achieved by letting the device boot normally then
holding reset button for 15 seconds. Works like a charm!
On Sep 5, 2013 4:00 PM, ""Ben West"" <ben at gowasabi.net> wrote:

> If by ""router"" you mean you're plugging both your laptop/desktop and the
> Rocket into an intermediate Ethernet switch or router, that shouldn't be
> necessary.  I just use a regular patch cable between the LAN port on my
> Laptop and the ""LAN"" jack on the UBNT POE injector.  The UBNT's auto-sense
> polarity on their LAN ports, I believe.  No cross-over cables needed.
>
> Also, do note that UBNT recommends setting yourself to address
> 192.1681.254, so the rocket in TFTP mode may only accept incoming packets
> from that address.
>
> http://wiki.ubnt.com/Firmware_Recovery
>
>
>
> On Thu, Sep 5, 2013 at 2:34 PM, Adam Longwill <adam.longwill at gmail.com>wrote:
>
"
398,Commotion-discuss, Commotion firmware for ubiquiti picostation2 hp,"Fri, 6 Sep 2013 09:33:22 -0400",-0400,Frank Baker,"Hello Everyone,
I am very intrigued by Commotion and am very anxious to try and learn about
it as well as maybe help where I can once I learn more about Commotion
itself.  I have four ubiquiti picostation2hp's and would love to use them
as a test before purchasing the newer models.  I tried compiling the
firmware myself and it stated it compiled but the picostation reports a
corrupt firmware and won't load it.  Does anyone have a compiled version of
commotion that will work the picostation2hp's?  I truly appreciate your
help in advance.

Thanks,

Frank
"
399,Commotion-discuss, Commotion firmware for ubiquiti,"Fri, 06 Sep 2013 09:41:31 -0400",-0400,Dan Staples,"Hi Frank. Can't say I've ever built Commotion for the 2hp. Can you give 
some details about the corruption message you saw?

On Fri 06 Sep 2013 09:33:22 AM EDT, Frank Baker wrote:
> Hello Everyone,
> I am very intrigued by Commotion and am very anxious to try and learn
> about it as well as maybe help where I can once I learn more about
> Commotion itself.  I have four ubiquiti picostation2hp's and would
> love to use them as a test before purchasing the newer models.  I
> tried compiling the firmware myself and it stated it compiled but the
> picostation reports a corrupt firmware and won't load it.  Does anyone
> have a compiled version of commotion that will work the
> picostation2hp's?  I truly appreciate your help in advance.
>
> Thanks,
>
> Frank
>
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss

--
Dan Staples

Open Technology Institute
https://commotionwireless.net
OpenPGP key: http://disman.tl/pgp.asc
Fingerprint: 2480 095D 4B16 436F 35AB 7305 F670 74ED BD86 43A9
"
400,Commotion-discuss, Commotion firmware for ubiquiti,"Fri, 6 Sep 2013 08:58:25 -0500",-0500,Ben West,"If memory serves, and you are not referring to a Picostation 2M, the Pico
2HP is an ath5k-based radio like the FONera.  However, I believe it only
has 4Mbytes of flash and 16Mbytes of RAM.  Commotion-OpenWRT wouldn't be
able to run on this device at all.

I've compiled older versions of Commotion-OpenWRT for atheros platform to
run on Engenius EOC-1650 and Open Mesh OM1P, albeit with several ugly
patches to work-around missing GPIO support (i.e. the status LEDs don't
work).  Although, I do not have any recent images handy.



On Fri, Sep 6, 2013 at 8:41 AM, Dan Staples <
danstaples at opentechinstitute.org> wrote:

> Hi Frank. Can't say I've ever built Commotion for the 2hp. Can you give
> some details about the corruption message you saw?
>
> On Fri 06 Sep 2013 09:33:22 AM EDT, Frank Baker wrote:
> > Hello Everyone,
> > I am very intrigued by Commotion and am very anxious to try and learn
> > about it as well as maybe help where I can once I learn more about
> > Commotion itself.  I have four ubiquiti picostation2hp's and would
> > love to use them as a test before purchasing the newer models.  I
> > tried compiling the firmware myself and it stated it compiled but the
> > picostation reports a corrupt firmware and won't load it.  Does anyone
> > have a compiled version of commotion that will work the
> > picostation2hp's?  I truly appreciate your help in advance.
> >
> > Thanks,
> >
> > Frank
> >
> >
> > _______________________________________________
> > Commotion-discuss mailing list
> > Commotion-discuss at lists.chambana.net
> > https://lists.chambana.net/mailman/listinfo/commotion-discuss
>
> --
> Dan Staples
>
> Open Technology Institute
> https://commotionwireless.net
> OpenPGP key: http://disman.tl/pgp.asc
> Fingerprint: 2480 095D 4B16 436F 35AB 7305 F670 74ED BD86 43A9
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
"
401,Commotion-discuss, Commotion firmware for ubiquiti,"Fri, 06 Sep 2013 10:15:45 -0400",-0400,Griffin Boyce,"On 09/06/2013 09:58 AM, Ben West wrote:
> If memory serves, and you are not referring to a Picostation 2M, the
> Pico 2HP is an ath5k-based radio like the FONera.  However, I believe
> it only has 4Mbytes of flash and 16Mbytes of RAM.  Commotion-OpenWRT
> wouldn't be able to run on this device at all.
>
> I've compiled older versions of Commotion-OpenWRT for atheros platform
> to run on Engenius EOC-1650 and Open Mesh OM1P, albeit with several
> ugly patches to work-around missing GPIO support (i.e. the status LEDs
> don't work).  Although, I do not have any recent images handy.

The 2HP has 32mb of RAM and 8mb flash size with some kind of Atheros
chipset, so hopefully it will able to run Commotion.[1]

~Griffin
[1] http://dl.ubnt.com/pico2hp_ds.pdf

-- 
""Cypherpunks write code not flame wars."" --Jurre van Bergen
#Foucault / PGP: 0xAE792C97 / OTR: saint at jabber.ccc.de

My posts, while frequently amusing, are not representative of the thoughts of my employer. 

"
402,Commotion-discuss, Commotion firmware for ubiquiti,"Fri, 06 Sep 2013 10:17:42 -0400",-0400,Dan Staples,"This datasheet says it has 8MB flash, so it should probably work w/ 
Commotion: http://dl.ubnt.com/pico2hp_ds.pdf

On Fri 06 Sep 2013 09:58:25 AM EDT, Ben West wrote:
> If memory serves, and you are not referring to a Picostation 2M, the
> Pico 2HP is an ath5k-based radio like the FONera.  However, I believe
> it only has 4Mbytes of flash and 16Mbytes of RAM.  Commotion-OpenWRT
> wouldn't be able to run on this device at all.
>
> I've compiled older versions of Commotion-OpenWRT for atheros platform
> to run on Engenius EOC-1650 and Open Mesh OM1P, albeit with several
> ugly patches to work-around missing GPIO support (i.e. the status LEDs
> don't work).  Although, I do not have any recent images handy.
>
>
>
> On Fri, Sep 6, 2013 at 8:41 AM, Dan Staples
> <danstaples at opentechinstitute.org
> <mailto:danstaples at opentechinstitute.org"
403,Commotion-discuss, Commotion firmware for ubiquiti,"Fri, 6 Sep 2013 09:29:39 -0500",-0500,Ben West,"Aha, my only experience with the ath5k-generation UBNT radios was the
Nanostation and Bullet, which only had 16MB of RAM.

Anyhoo, the Picostation 2HP would correspond to the ""atheros"" platform (aka
ath5k driver) under OpenWRT, and it will not run the ar71xx images at all.
You would need to compile Commotion-OpenWRT for the atheros platform.

Also, I can furthermore confirm the current generation of OpenWRT Attitude
Adjustment has something wrong with its kernel-level GPIO support that
prevents images from booting on atheros platform, at least on the Engenius
and Open Mesh radios I've tested.  The OpenWRT-devel community hasn't
devoted any effort to fixing this (and they possibly won't, due to these
devices' age).

I've no idea if the broken GPIO support also prevents OpenWRT AA from
booting on Picstation 2HP.  You may need to try flashing AA (i.e. regular
OpenWRT, not Commotion-OpenWRT) on the device first to see if it boots.



On Fri, Sep 6, 2013 at 9:15 AM, Griffin Boyce <griffinboyce at gmail.com>wrote:

> On 09/06/2013 09:58 AM, Ben West wrote:
> > If memory serves, and you are not referring to a Picostation 2M, the
> > Pico 2HP is an ath5k-based radio like the FONera.  However, I believe
> > it only has 4Mbytes of flash and 16Mbytes of RAM.  Commotion-OpenWRT
> > wouldn't be able to run on this device at all.
> >
> > I've compiled older versions of Commotion-OpenWRT for atheros platform
> > to run on Engenius EOC-1650 and Open Mesh OM1P, albeit with several
> > ugly patches to work-around missing GPIO support (i.e. the status LEDs
> > don't work).  Although, I do not have any recent images handy.
>
> The 2HP has 32mb of RAM and 8mb flash size with some kind of Atheros
> chipset, so hopefully it will able to run Commotion.[1]
>
> ~Griffin
> [1] http://dl.ubnt.com/pico2hp_ds.pdf
>
> --
> ""Cypherpunks write code not flame wars."" --Jurre van Bergen
> #Foucault / PGP: 0xAE792C97 / OTR: saint at jabber.ccc.de
>
> My posts, while frequently amusing, are not representative of the thoughts
> of my employer.
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
"
404,Commotion-discuss, Commotion firmware for ubiquiti,"Fri, 06 Sep 2013 10:55:56 -0400",-0400,Dan Staples,"I would guess these are the images to try: 
http://downloads.openwrt.org/attitude_adjustment/12.09/atheros/generic/

On Fri 06 Sep 2013 10:29:39 AM EDT, Ben West wrote:
> Aha, my only experience with the ath5k-generation UBNT radios was the
> Nanostation and Bullet, which only had 16MB of RAM.
>
> Anyhoo, the Picostation 2HP would correspond to the ""atheros"" platform
> (aka ath5k driver) under OpenWRT, and it will not run the ar71xx
> images at all.  You would need to compile Commotion-OpenWRT for the
> atheros platform.
>
> Also, I can furthermore confirm the current generation of OpenWRT
> Attitude Adjustment has something wrong with its kernel-level GPIO
> support that prevents images from booting on atheros platform, at
> least on the Engenius and Open Mesh radios I've tested.  The
> OpenWRT-devel community hasn't devoted any effort to fixing this (and
> they possibly won't, due to these devices' age).
>
> I've no idea if the broken GPIO support also prevents OpenWRT AA from
> booting on Picstation 2HP.  You may need to try flashing AA (i.e.
> regular OpenWRT, not Commotion-OpenWRT) on the device first to see if
> it boots.
>
>
>
> On Fri, Sep 6, 2013 at 9:15 AM, Griffin Boyce <griffinboyce at gmail.com
> <mailto:griffinboyce at gmail.com"
